,SeriesInstanceUID,StudyInstanceUID
536,1.3.6.1.4.1.14519.5.2.1.3320.3273.293668905039973536343404516212,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
537,1.3.6.1.4.1.14519.5.2.1.3320.3273.621661038336641723691731281504,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
538,1.3.6.1.4.1.14519.5.2.1.3320.3273.797277928993272011620388644633,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
539,1.3.6.1.4.1.14519.5.2.1.3320.3273.817804313158202880715827811145,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
540,1.3.6.1.4.1.14519.5.2.1.3320.3273.100851048161921825551087403792,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
541,1.3.6.1.4.1.14519.5.2.1.3320.3273.113437528670529432236584697601,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
542,1.3.6.1.4.1.14519.5.2.1.3320.3273.226499778422629822360831240623,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
543,1.3.6.1.4.1.14519.5.2.1.3320.3273.226879805055369240697762839999,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
544,1.3.6.1.4.1.14519.5.2.1.3320.3273.319114794875007782236524362079,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
545,1.3.6.1.4.1.14519.5.2.1.3320.3273.332358155840575253730099790575,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
546,1.3.6.1.4.1.14519.5.2.1.3320.3273.325620572320915109240322530724,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
547,1.3.6.1.4.1.14519.5.2.1.3320.3273.474770602508663598212329829032,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
548,1.3.6.1.4.1.14519.5.2.1.3320.3273.503179321328670030273442729880,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
549,1.3.6.1.4.1.14519.5.2.1.3320.3273.695775663099275911116162759787,1.3.6.1.4.1.14519.5.2.1.3320.3273.130266483691491692922925089431
550,1.3.6.1.4.1.14519.5.2.1.3320.3273.118533628874015799675503196584,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
551,1.3.6.1.4.1.14519.5.2.1.3320.3273.132463734084940100890086857063,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
552,1.3.6.1.4.1.14519.5.2.1.3320.3273.165661189075714769054751841483,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
553,1.3.6.1.4.1.14519.5.2.1.3320.3273.211520914972117917395785621341,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
554,1.3.6.1.4.1.14519.5.2.1.3320.3273.239324213530010193460989228158,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
555,1.3.6.1.4.1.14519.5.2.1.3320.3273.264916216041947997359382743642,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
556,1.3.6.1.4.1.14519.5.2.1.3320.3273.269455138794789264537250436921,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
557,1.3.6.1.4.1.14519.5.2.1.3320.3273.271353680951619751250541259686,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
558,1.3.6.1.4.1.14519.5.2.1.3320.3273.284945028142325688961963656746,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
559,1.3.6.1.4.1.14519.5.2.1.3320.3273.310398911348434771914772300274,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
560,1.3.6.1.4.1.14519.5.2.1.3320.3273.324898625120112687042101008811,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
561,1.3.6.1.4.1.14519.5.2.1.3320.3273.289802515971290308705389058707,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
562,1.3.6.1.4.1.14519.5.2.1.3320.3273.326370176835387790228077100754,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
563,1.3.6.1.4.1.14519.5.2.1.3320.3273.672628963638296670035124719601,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
564,1.3.6.1.4.1.14519.5.2.1.3320.3273.915971761019967660773955168291,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
565,1.3.6.1.4.1.14519.5.2.1.3320.3273.151455208232581065792368102039,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
566,1.3.6.1.4.1.14519.5.2.1.3320.3273.188071297040524612279400192176,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
567,1.3.6.1.4.1.14519.5.2.1.3320.3273.191230229782800291367290399145,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
568,1.3.6.1.4.1.14519.5.2.1.3320.3273.196986510700464754741729357175,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
569,1.3.6.1.4.1.14519.5.2.1.3320.3273.224519028713208767604793714011,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
570,1.3.6.1.4.1.14519.5.2.1.3320.3273.250088699472778778328798470211,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
571,1.3.6.1.4.1.14519.5.2.1.3320.3273.270840644062556140476094928564,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
572,1.3.6.1.4.1.14519.5.2.1.3320.3273.278407570035642541379469013384,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
573,1.3.6.1.4.1.14519.5.2.1.3320.3273.300348690288373486118967809369,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
574,1.3.6.1.4.1.14519.5.2.1.3320.3273.317791174498253274689978575377,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
575,1.3.6.1.4.1.14519.5.2.1.3320.3273.323298364626910374087879346313,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
576,1.3.6.1.4.1.14519.5.2.1.3320.3273.495307898587297361726107335098,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
577,1.3.6.1.4.1.14519.5.2.1.3320.3273.327529883158205365272142248387,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
578,1.3.6.1.4.1.14519.5.2.1.3320.3273.792553215042035490515887738928,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
579,1.3.6.1.4.1.14519.5.2.1.3320.3273.108379031344864832689867042362,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
580,1.3.6.1.4.1.14519.5.2.1.3320.3273.827217607165436266133610632491,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
581,1.3.6.1.4.1.14519.5.2.1.3320.3273.155662660582805172908178045010,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
582,1.3.6.1.4.1.14519.5.2.1.3320.3273.164935328624388263514446904588,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
583,1.3.6.1.4.1.14519.5.2.1.3320.3273.139295532772025659162840274418,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
584,1.3.6.1.4.1.14519.5.2.1.3320.3273.277225043982886419090703064715,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
585,1.3.6.1.4.1.14519.5.2.1.3320.3273.305167779605732855867451467249,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
586,1.3.6.1.4.1.14519.5.2.1.3320.3273.287414372636950082554024265178,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
587,1.3.6.1.4.1.14519.5.2.1.3320.3273.307111271277269159536005574395,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
588,1.3.6.1.4.1.14519.5.2.1.3320.3273.348083302989562291708098046099,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
589,1.3.6.1.4.1.14519.5.2.1.3320.3273.609230801619976375461207876680,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
590,1.3.6.1.4.1.14519.5.2.1.3320.3273.874937200532385201404741871449,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
591,1.3.6.1.4.1.14519.5.2.1.3320.3273.128876492784981988127509735114,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
592,1.3.6.1.4.1.14519.5.2.1.3320.3273.129843246115388033155961500286,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
593,1.3.6.1.4.1.14519.5.2.1.3320.3273.173989741436631715872745047946,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
594,1.3.6.1.4.1.14519.5.2.1.3320.3273.178712404991229807690277302120,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
595,1.3.6.1.4.1.14519.5.2.1.3320.3273.159197844131565082386983756116,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
596,1.3.6.1.4.1.14519.5.2.1.3320.3273.196611845122117464936172988840,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
597,1.3.6.1.4.1.14519.5.2.1.3320.3273.240684999077762650127704581861,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
598,1.3.6.1.4.1.14519.5.2.1.3320.3273.250134059552781886640420375235,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
599,1.3.6.1.4.1.14519.5.2.1.3320.3273.287118584156069858626075598108,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
600,1.3.6.1.4.1.14519.5.2.1.3320.3273.219302003019578112098215544910,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
601,1.3.6.1.4.1.14519.5.2.1.3320.3273.300481111878189492855350874875,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
602,1.3.6.1.4.1.14519.5.2.1.3320.3273.316290305758294755704396955242,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
603,1.3.6.1.4.1.14519.5.2.1.3320.3273.324542133525302467986266813043,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
604,1.3.6.1.4.1.14519.5.2.1.3320.3273.334231672426416180274113649512,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
605,1.3.6.1.4.1.14519.5.2.1.3320.3273.783398218386919892497647852947,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
606,1.3.6.1.4.1.14519.5.2.1.3320.3273.901023805562876774388323063710,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
607,1.3.6.1.4.1.14519.5.2.1.3320.3273.114973939836364768724563046524,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
608,1.3.6.1.4.1.14519.5.2.1.3320.3273.139704184571323450819631627181,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
609,1.3.6.1.4.1.14519.5.2.1.3320.3273.151410156790542910713142557655,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
610,1.3.6.1.4.1.14519.5.2.1.3320.3273.161875096147804315084607997161,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
611,1.3.6.1.4.1.14519.5.2.1.3320.3273.194308072756266614423788086253,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
612,1.3.6.1.4.1.14519.5.2.1.3320.3273.306592288762485713353674640416,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
613,1.3.6.1.4.1.14519.5.2.1.3320.3273.681494549336928528275192932251,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
614,1.3.6.1.4.1.14519.5.2.1.3320.3273.203140780833413612976153196398,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
615,1.3.6.1.4.1.14519.5.2.1.3320.3273.873470895469654742649283412257,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
616,1.3.6.1.4.1.14519.5.2.1.3320.3273.878859606996207803613807874543,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
617,1.3.6.1.4.1.14519.5.2.1.3320.3273.900001125079954270329219304716,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
618,1.3.6.1.4.1.14519.5.2.1.3320.3273.100453960687086421391692937852,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
619,1.3.6.1.4.1.14519.5.2.1.3320.3273.101104508076716232114557342792,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
620,1.3.6.1.4.1.14519.5.2.1.3320.3273.105432833116627396016513519314,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
621,1.3.6.1.4.1.14519.5.2.1.3320.3273.136369398184766391600782960416,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
622,1.3.6.1.4.1.14519.5.2.1.3320.3273.145265220559844176036744220569,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
623,1.3.6.1.4.1.14519.5.2.1.3320.3273.150635034141355748520057731160,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
624,1.3.6.1.4.1.14519.5.2.1.3320.3273.191987902040170950809258368367,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
625,1.3.6.1.4.1.14519.5.2.1.3320.3273.217386938659552196670615248336,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
626,1.3.6.1.4.1.14519.5.2.1.3320.3273.145831679095173743843117674665,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
627,1.3.6.1.4.1.14519.5.2.1.3320.3273.237113068650741116028498548978,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
628,1.3.6.1.4.1.14519.5.2.1.3320.3273.277421715338739492553984676221,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
629,1.3.6.1.4.1.14519.5.2.1.3320.3273.326640479041990843445399956143,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
630,1.3.6.1.4.1.14519.5.2.1.3320.3273.335860294178722889627507328467,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
631,1.3.6.1.4.1.14519.5.2.1.3320.3273.786999274952462621466700371361,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
632,1.3.6.1.4.1.14519.5.2.1.3320.3273.799861952355478406694900441887,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
633,1.3.6.1.4.1.14519.5.2.1.3320.3273.970790419106310944774714655759,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
634,1.3.6.1.4.1.14519.5.2.1.3320.3273.107135225909828280881238059609,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
635,1.3.6.1.4.1.14519.5.2.1.3320.3273.127923987845380532695288235573,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
636,1.3.6.1.4.1.14519.5.2.1.3320.3273.157340722357398765750297152136,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
637,1.3.6.1.4.1.14519.5.2.1.3320.3273.167335912047045778949603744869,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
638,1.3.6.1.4.1.14519.5.2.1.3320.3273.186126529358575296852585604327,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
639,1.3.6.1.4.1.14519.5.2.1.3320.3273.286263119921875130029050882515,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
640,1.3.6.1.4.1.14519.5.2.1.3320.3273.574298522092461435519224668739,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
641,1.3.6.1.4.1.14519.5.2.1.3320.3273.670759563360249178378353393344,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
642,1.3.6.1.4.1.14519.5.2.1.3320.3273.717926405378590480082135284571,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
643,1.3.6.1.4.1.14519.5.2.1.3320.3273.950471941793533089713283844692,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
644,1.3.6.1.4.1.14519.5.2.1.1427.3273.134165257870412528651207282452,1.3.6.1.4.1.14519.5.2.1.1427.3273.304599480224490676026180209606
645,1.3.6.1.4.1.14519.5.2.1.1427.3273.196569738121485475148322795103,1.3.6.1.4.1.14519.5.2.1.1427.3273.889865185544708185205157292703
646,1.3.6.1.4.1.14519.5.2.1.1427.3273.836546305729574229338863862101,1.3.6.1.4.1.14519.5.2.1.1427.3273.304599480224490676026180209606
647,1.3.6.1.4.1.14519.5.2.1.1427.3273.318220622268764293854054152405,1.3.6.1.4.1.14519.5.2.1.1427.3273.304599480224490676026180209606
648,1.3.6.1.4.1.14519.5.2.1.1427.3273.260337593947734621391635591095,1.3.6.1.4.1.14519.5.2.1.1427.3273.787419013858553572535330687975
649,1.3.6.1.4.1.14519.5.2.1.1427.3273.813378453861235938898917458370,1.3.6.1.4.1.14519.5.2.1.1427.3273.889865185544708185205157292703
650,1.3.6.1.4.1.14519.5.2.1.1427.3273.562563612552524150675639745930,1.3.6.1.4.1.14519.5.2.1.1427.3273.180884902544778737414357506141
651,1.3.6.1.4.1.14519.5.2.1.1427.3273.300615921097478906092035951215,1.3.6.1.4.1.14519.5.2.1.1427.3273.180884902544778737414357506141
652,1.3.6.1.4.1.14519.5.2.1.1427.3273.592628195016359205959809785911,1.3.6.1.4.1.14519.5.2.1.1427.3273.313609449479041317880623638317
653,1.3.6.1.4.1.14519.5.2.1.1427.3273.285377759532920071984223358174,1.3.6.1.4.1.14519.5.2.1.1427.3273.498273396074829088772417074954
654,1.3.6.1.4.1.14519.5.2.1.1427.3273.211650443673669030297533575836,1.3.6.1.4.1.14519.5.2.1.1427.3273.498273396074829088772417074954
655,1.3.6.1.4.1.14519.5.2.1.1427.3273.263485968666831297750667143443,1.3.6.1.4.1.14519.5.2.1.1427.3273.889865185544708185205157292703
656,1.3.6.1.4.1.14519.5.2.1.1427.3273.159045615428596520805866803172,1.3.6.1.4.1.14519.5.2.1.1427.3273.304599480224490676026180209606
657,1.3.6.1.4.1.14519.5.2.1.1427.3273.108805303552909473877449069896,1.3.6.1.4.1.14519.5.2.1.1427.3273.787419013858553572535330687975
658,1.3.6.1.4.1.14519.5.2.1.1427.3273.596130983322388307506211498498,1.3.6.1.4.1.14519.5.2.1.1427.3273.415128894246217154385541792874
659,1.3.6.1.4.1.14519.5.2.1.1427.3273.217006093084065186165914997839,1.3.6.1.4.1.14519.5.2.1.1427.3273.313609449479041317880623638317
660,1.3.6.1.4.1.14519.5.2.1.1427.3273.725760605785282753336341787775,1.3.6.1.4.1.14519.5.2.1.1427.3273.289867657738935048029551646690
661,1.3.6.1.4.1.14519.5.2.1.1427.3273.496272568993026515858883923356,1.3.6.1.4.1.14519.5.2.1.1427.3273.415128894246217154385541792874
662,1.3.6.1.4.1.14519.5.2.1.1427.3273.302833492375334796472983055150,1.3.6.1.4.1.14519.5.2.1.1427.3273.304599480224490676026180209606
663,1.3.6.1.4.1.14519.5.2.1.1427.3273.144637688224797134336431869241,1.3.6.1.4.1.14519.5.2.1.1427.3273.787419013858553572535330687975
664,1.3.6.1.4.1.14519.5.2.1.1427.3273.120506624037672835172379941350,1.3.6.1.4.1.14519.5.2.1.1427.3273.889865185544708185205157292703
665,1.3.6.1.4.1.14519.5.2.1.1427.3273.168771162519399317029497693248,1.3.6.1.4.1.14519.5.2.1.1427.3273.498273396074829088772417074954
666,1.3.6.1.4.1.14519.5.2.1.1427.3273.804215747144803290257085544191,1.3.6.1.4.1.14519.5.2.1.1427.3273.889865185544708185205157292703
667,1.3.6.1.4.1.14519.5.2.1.1427.3273.174402213569187124576902969500,1.3.6.1.4.1.14519.5.2.1.1427.3273.279327847870406779475010260011
668,1.3.6.1.4.1.14519.5.2.1.1427.3273.119349977943061141271133069078,1.3.6.1.4.1.14519.5.2.1.1427.3273.289867657738935048029551646690
669,1.3.6.1.4.1.14519.5.2.1.1427.3273.253122542158682417926600799219,1.3.6.1.4.1.14519.5.2.1.1427.3273.498273396074829088772417074954
670,1.3.6.1.4.1.14519.5.2.1.1427.3273.340040789744835528252175662232,1.3.6.1.4.1.14519.5.2.1.1427.3273.498273396074829088772417074954
671,1.3.6.1.4.1.14519.5.2.1.1427.3273.273674995265566105361571259807,1.3.6.1.4.1.14519.5.2.1.1427.3273.498273396074829088772417074954
672,1.3.6.1.4.1.14519.5.2.1.1427.3273.166760185407507752975861885336,1.3.6.1.4.1.14519.5.2.1.1427.3273.313609449479041317880623638317
673,1.3.6.1.4.1.14519.5.2.1.1427.3273.162750108803535891082102914266,1.3.6.1.4.1.14519.5.2.1.1427.3273.313609449479041317880623638317
674,1.3.6.1.4.1.14519.5.2.1.1427.3273.149504379707996806578199518007,1.3.6.1.4.1.14519.5.2.1.1427.3273.279327847870406779475010260011
675,1.3.6.1.4.1.14519.5.2.1.1427.3273.117365894238429259125470027722,1.3.6.1.4.1.14519.5.2.1.1427.3273.415128894246217154385541792874
676,1.3.6.1.4.1.14519.5.2.1.1427.3273.112471757718047053580024344999,1.3.6.1.4.1.14519.5.2.1.1427.3273.787419013858553572535330687975
677,1.3.6.1.4.1.14519.5.2.1.1427.3273.518879624274120635301382979634,1.3.6.1.4.1.14519.5.2.1.1427.3273.289867657738935048029551646690
678,1.3.6.1.4.1.14519.5.2.1.1427.3273.192602559547726294655306272886,1.3.6.1.4.1.14519.5.2.1.1427.3273.313609449479041317880623638317
679,1.3.6.1.4.1.14519.5.2.1.1427.3273.197234646359983017348352726814,1.3.6.1.4.1.14519.5.2.1.1427.3273.787419013858553572535330687975
680,1.3.6.1.4.1.14519.5.2.1.1427.3273.308677953361748109377176406840,1.3.6.1.4.1.14519.5.2.1.1427.3273.787419013858553572535330687975
681,1.3.6.1.4.1.14519.5.2.1.1427.3273.126892906455514848739953454406,1.3.6.1.4.1.14519.5.2.1.1427.3273.787419013858553572535330687975
682,1.3.6.1.4.1.14519.5.2.1.1427.3273.238339789646390688612603652043,1.3.6.1.4.1.14519.5.2.1.1427.3273.889865185544708185205157292703
683,1.3.6.1.4.1.14519.5.2.1.1427.3273.326939550046463223485744489174,1.3.6.1.4.1.14519.5.2.1.1427.3273.180884902544778737414357506141
684,1.3.6.1.4.1.14519.5.2.1.1427.3273.734489753138637508383292365690,1.3.6.1.4.1.14519.5.2.1.1427.3273.415128894246217154385541792874
685,1.3.6.1.4.1.14519.5.2.1.1427.3273.651192581750524649904119115120,1.3.6.1.4.1.14519.5.2.1.1427.3273.304599480224490676026180209606
686,1.3.6.1.4.1.14519.5.2.1.1427.3273.619099584776184929423301365956,1.3.6.1.4.1.14519.5.2.1.1427.3273.313609449479041317880623638317
687,1.3.6.1.4.1.14519.5.2.1.1427.3273.294876508416114560987604520726,1.3.6.1.4.1.14519.5.2.1.1427.3273.289867657738935048029551646690
688,1.3.6.1.4.1.14519.5.2.1.1427.3273.164516874725999980945202622542,1.3.6.1.4.1.14519.5.2.1.1427.3273.279327847870406779475010260011
689,1.3.6.1.4.1.14519.5.2.1.1427.3273.196696252181237199323591037650,1.3.6.1.4.1.14519.5.2.1.1427.3273.415128894246217154385541792874
690,1.3.6.1.4.1.14519.5.2.1.1427.3273.191278947505054437090557870483,1.3.6.1.4.1.14519.5.2.1.1427.3273.498273396074829088772417074954
691,1.3.6.1.4.1.14519.5.2.1.7085.2626.836481657207973008267948960734,1.3.6.1.4.1.14519.5.2.1.7085.2626.143483336399219487738414050355
692,1.3.6.1.4.1.14519.5.2.1.7085.2626.287588338993817371708808018321,1.3.6.1.4.1.14519.5.2.1.7085.2626.143483336399219487738414050355
693,1.3.6.1.4.1.14519.5.2.1.7085.2626.238515166028894209956452110569,1.3.6.1.4.1.14519.5.2.1.7085.2626.143483336399219487738414050355
694,1.3.6.1.4.1.14519.5.2.1.7085.2626.193484562015648878017813093611,1.3.6.1.4.1.14519.5.2.1.7085.2626.162221357038595859130359898653
695,1.3.6.1.4.1.14519.5.2.1.7085.2626.220162180259642021930442767853,1.3.6.1.4.1.14519.5.2.1.7085.2626.143483336399219487738414050355
696,1.3.6.1.4.1.14519.5.2.1.7085.2626.143613631559674669124433776383,1.3.6.1.4.1.14519.5.2.1.7085.2626.162221357038595859130359898653
697,1.3.6.1.4.1.14519.5.2.1.7085.2626.287512995601394248979275252162,1.3.6.1.4.1.14519.5.2.1.7085.2626.162221357038595859130359898653
698,1.3.6.1.4.1.14519.5.2.1.7085.2626.197403598752488354746528170190,1.3.6.1.4.1.14519.5.2.1.7085.2626.143483336399219487738414050355
699,1.3.6.1.4.1.14519.5.2.1.7085.2626.238244167835518240286424305059,1.3.6.1.4.1.14519.5.2.1.7085.2626.143483336399219487738414050355
700,1.3.6.1.4.1.14519.5.2.1.7085.2626.156530294294747077749431946033,1.3.6.1.4.1.14519.5.2.1.7085.2626.162221357038595859130359898653
701,1.3.6.1.4.1.14519.5.2.1.7085.2626.279172575132191629148727330451,1.3.6.1.4.1.14519.5.2.1.7085.2626.162221357038595859130359898653
702,1.3.6.1.4.1.14519.5.2.1.7085.2626.256487002482799295694363531541,1.3.6.1.4.1.14519.5.2.1.7085.2626.143483336399219487738414050355
703,1.3.6.1.4.1.14519.5.2.1.7085.2626.131832356695593347972992188310,1.3.6.1.4.1.14519.5.2.1.7085.2626.162221357038595859130359898653
704,1.3.6.1.4.1.14519.5.2.1.7085.2626.278385771701329089995918751555,1.3.6.1.4.1.14519.5.2.1.7085.2626.162221357038595859130359898653
705,1.3.6.1.4.1.14519.5.2.1.7085.2626.128132858456333101693030403574,1.3.6.1.4.1.14519.5.2.1.7085.2626.143483336399219487738414050355
706,1.3.6.1.4.1.14519.5.2.1.7085.2626.336719458014008320015030654807,1.3.6.1.4.1.14519.5.2.1.7085.2626.162221357038595859130359898653
707,1.3.6.1.4.1.14519.5.2.1.7085.2626.122609176912260142101104222441,1.3.6.1.4.1.14519.5.2.1.7085.2626.133227486354322852440613503770
708,1.3.6.1.4.1.14519.5.2.1.7085.2626.175983909800082543172686238818,1.3.6.1.4.1.14519.5.2.1.7085.2626.133227486354322852440613503770
709,1.3.6.1.4.1.14519.5.2.1.7085.2626.197130263049983111653952595086,1.3.6.1.4.1.14519.5.2.1.7085.2626.133227486354322852440613503770
710,1.3.6.1.4.1.14519.5.2.1.7085.2626.305388984280460946361929178734,1.3.6.1.4.1.14519.5.2.1.7085.2626.133227486354322852440613503770
711,1.3.6.1.4.1.14519.5.2.1.7085.2626.207255344192647296488076446666,1.3.6.1.4.1.14519.5.2.1.7085.2626.133227486354322852440613503770
712,1.3.6.1.4.1.14519.5.2.1.7085.2626.191696586241637374878426886752,1.3.6.1.4.1.14519.5.2.1.7085.2626.133227486354322852440613503770
713,1.3.6.1.4.1.14519.5.2.1.3320.2626.177000789555888735834438403796,1.3.6.1.4.1.14519.5.2.1.3320.2626.134796255390443680683141343319
714,1.3.6.1.4.1.14519.5.2.1.3320.2626.323038017683908754004298301231,1.3.6.1.4.1.14519.5.2.1.3320.2626.134796255390443680683141343319
